0,3146646.8,125000000
0.0160498858800774,5152882.53500968,60375000
0.0194587068181812,5358690.09914769,38375000
0.0326421999997869,5864606.64999181,38250000
0.0385928727272722,6092219.88181812,31375000
0.0550409544117635,6608278.44466904,14375000
0.130550200001135,7693723.85001626,14250000
0.158802000000001,8096312.00000009,4625000
0.732335600000031,10748904.9000002,4500000
1.38790140000003,13698951.0000002,4125000
1.4870709999999,14108025.5999997,1375000
2.20606939999855,15096648.3999978,1250000
