0,539633,119000000
0.00817527669172929,1512490.92631579,102375000
0.0193830000000002,2659881.60000002,101875000
0.0272450188311688,3460824.76842532,63375000
0.0734247518518511,6387465.34861106,56625000
0.101431400000021,7973341.80000117,56500000
0.138083220000008,10044169.6300005,51500000
0.150065208633093,10661242.0446043,34125000
0.181104315789476,11720451.5763159,22250000
0.199929741984724,12139317.3091602,5875000
0.305849226086942,12761594.2782607,3000000
0.602225199999964,13650722.1999998,250000
