0,216653.100000001,111625000
0.00864908913738017,1182107.67496006,33375000
0.0214501999999918,1609344.74999972,33250000
0.0832159999999989,3663057.59999996,29125000
0.104399306249999,4280021.39453121,21125000
0.116778000000004,4541521.30000008,17500000
0.146991500000006,5070257.55000011,15500000
0.171784039024394,5454541.90487811,5250000
0.443289221052639,6879944.1105264,500000
2.07452900000004,7695564.00000011,375000
7.42695100000011,9702722.25000013,250000
15.4403415999992,11706069.8999999,125000
