0,6621748.19999999,125000000
0.0304365394495411,10426315.6311926,70500000
0.0322611142857139,10554948.1571428,51250000
0.0365001679999998,10772199.66,38750000
0.0438339999998212,11056385.649993,38625000
0.056681809836064,11552632.3049179,31000000
0.0670367645021644,11873635.899567,2125000
0.441772999999985,12669950.3999999,2000000
0.771968799999848,13330341.9999996,1875000
0.896931999999998,13564647.9999999,1125000
2.57075133333332,15447694.7499999,750000
16.0042205999968,25522796.6999975,625000
