0,304290.075,119875000
0.00275460000000382,634497.750000458,119750000
0.00905950802469132,1389510.48595679,38750000
0.0194939052631578,1793843.37894736,31625000
0.0668565999999847,3291688.59999951,31500000
0.101276999999999,4375931.19999996,29875000
0.170573799999909,6446173.09999729,29750000
0.200786110638302,7344989.34148947,23875000
0.242246728571436,8334861.59464304,20375000
0.262380036231889,8745077.73822477,3125000
0.327738199999958,8949321.99999999,3000000
0.458910618181788,9342839.25454547,250000
